country,points,price,variety,type,title,description
US,91,40,Syrah,red,Kobler 2012 Kobler Family Vineyards Syrah (Russian River Valley),"Floral and in balance, this estate-grown wine is bright and light in cherry and raspberry, layered and velvety on the palate. It finishes in a fist of leather and black pepper."
US,85,32,Merlot,red,Keira 2014 Merlot (Yakima Valley),"This wine all comes Chandler Reach Vineyards. The aromas seem to lack clarity while the cranberry, prune and cherry flavors want for midpalate concentration."
US,85,30,Cabernet Sauvignon,red,Maryhill 2010 Proprietor's Reserve Cabernet Sauvignon (Columbia Valley (WA)),"This simple Cabernet Sauvignon is lightly fruity and forward, with berry flavors that seem to fade on the midpalate. It resolves in a wash of drying, herbal tannins."
US,86,22,Sauvignon Blanc,white,Kokomo 2015 Timber Crest Vineyard Sauvignon Blanc (Dry Creek Valley),"The producer ferments partially in new Acacia barrels, as well as in tank, with the result a mix of floral and fruity melon with firm acidity and a medium build. It's still very much in the throes of that oak."
US,85,10,White Blend,white,14 Hands 2015 Hot to Trot White (Columbia Valley (WA)),Aromas of Bosc pear and candle wax lead to off-dry fruit flavors. It brings some easy-drinking appeal but lacks a sense of clarity.
US,93,34,Zinfandel,red,Hartford 1999 Hartford Vineyard Zinfandel (Russian River Valley),"From the old vineyard in back of Don Hartford's house, this 15.7% alcohol Zin is big—but it's no brute. It's full of dark, rich blackberries, layered with chocolate and black pepper. The velvety texture carries through the long finish, picking up hints of black licorice. Editors' Choice."
France,88,24,Bordeaux-style Red Blend,red,Château Haut Peyrefaure 2016  Blaye Côtes de Bordeaux,"Ripe berry aromas set the scene for this balanced, juicy wine. Full of black currant and berry flavors, it's already delicious with its fruitiness. The tannins, though, need to calm down somewhat, and the wine will be better from 2019."
US,91,45,Pinot Noir,red,BlackCap 2010 Pinot Noir (Oregon),"Beginning to round out its youthful edges, the BlackCap (so named for the native Oregon mushroom, berry and bird) offers pretty pie-cherry fruit, savory herbs and silky tannins. There's still some phenolic bite to the finish, suggesting that it can continue to smooth out over the next few years."
France,92,53,Pinot Gris,white,Domaine Gresser 2013 Wiebelsberg Grand Cru Pinot Gris (Alsace),"The nose gives little away and is very shy. The palate, however, is a paradigm on lemony freshness—of textured candied lemon and pear richness and great concentration. All of the richness of Pinto Gris is present, but it is carried aloft by zesty citrus freshness to strike a note of harmonious tangy balance. The finish shimmers with pear, earth and spice."
France,87,18,Pinot Noir,red,Nuiton-Beaunoy 2015  Bourgogne Hautes Côtes de Beaune,"Produced by the cooperative of the Hautes Côtes, this wine is bright and fruity. It has light tannins and warm, red cherry character. With its acidity and structure it could age, although not for long. Drink from 2018."
France,88,30,Bordeaux-style Red Blend,red,Château Valandraud 2014 3 de Valandraud  (Saint-Émilion),"The third wine of Château Valandraud, this is a lighter version of the estate. With its generous tannins and concentration, it is smoky, full of blackberry fruits and the potential to age for a few years. Drink from 2020."
US,86,39,Merlot,red,Crane Family 2000 Don Raffaele Estate Merlot (Napa Valley),"A very strong wine of superior tannic and acid structure. You can feel the pedigree in your mouth, smooth, elegant and luscious. The fruit is as ripe as it might be. The flavors are earthy and tobaccoey, and the wine turns astringent on the finish."
US,86,35,Pinot Noir,red,Cru 2008 Appellations Series Pinot Noir (Santa Maria Valley),"Made in an exaggerated tutti-fruity style, with candied raspberry and mocha flavors. The mouthfeel is nicely silky, with a brisk flourish of acidity. Drink now."
Italy,91,21,Red Blend,red,Volpaia 2013  Chianti Classico,"A delicious expression of 90% Sangiovese and 10% Merlot, this opens with enticing aromas of fragrant purple flower, ripe red berry and sweet baking spice. The silky, vibrant palate doles out juicy wild cherry, black raspberry, clove and licorice while sleek tannins and bright acidity provide the framework. A tobacco note signals the close. Drink through 2018."
France,85,25,Bordeaux-style Red Blend,red,Château Hyot 2011  Castillon Côtes de Bordeaux,"This fresh and juicy wine is marked by berry fruits and acidity. It's bright and crisp in character, while also having weight and richness. With its soft tannins, it is ready to drink now."
US,81,8,Pinot Noir,red,Turning Leaf NV Pinot Noir (California),"Smells like pink bubblegum, tastes like sugary cherry pie filling. Even at this price, it's not a bargain."
US,89,44,Pinot Noir,red,Vista Hills 2010 Piedmont Estate Pinot Noir (Willamette Valley),"A distinctive streak of cola runs through this wine, along with a mix of wild strawberries and spice. It's elegant and seamless, doing a lovely, gentle fade into a lightly spicy finish."
Italy,89,23,White Blend,white,Marco Felluga 2012 Molamatta White (Collio),"Aromas of pear, pressed white flower, exotic fruit and hints of toasted oak lead the nose. The round palate offers nectarine zest, apricot, dried herb and vanilla alongside soft but refreshing acidity."
US,88,18,Sauvignon Blanc,white,Voss 2000 Sauvignon Blanc (Napa Valley),"Grapefruit mixed with honey and some green veggies welcome you in, while the intriguing palate provides citrus, more honey, apricots and even some scallions. Simple and straightforward it's not; but it is fairly easy to drink. Served chilled on the front porch during the summer."
France,91,22,Riesling,white,Domaine Ehrhart 2006 Herrenweg Riesling (Alsace),"A bouquet of summer desserts—strawberry soup, apricot pie and lemon meringue pie—pull you into the glass. Although not quite as nuanced, the palate delivers enticing apricot and wet stone notes. The unctuous palate and noticeable residual sugar will partner well with fish in an Asian-fusion preparation."
France,89,16,Bordeaux-style Red Blend,red,Château de Parenchère 2014  Bordeaux Supérieur,"All the elements are present in this young wine. It has plenty of red fruit, touches of plum and spice. The tannins are firm while leaving plenty of room for the fruit. A wine that will be comfortably drinkable from 2018."
France,85,13,Merlot,red,Montpezat 2005 Les Enclos Prestige Merlot (Vin de Pays d'Oc),"An ambitious effort, this Pays d'Oc Merlot opens with bacon, earth and boysenberry notes that lead to a moderately intense palate. Vanilla notes wrap around flavors of Chinese tea, cedar and spice box and wind up with a fairly gripping finish. Drink now."
France,88,26,Chardonnay,white,Henri de Villamont 2009 Millénaire  (Bourgogne),"This is a dominated by new wood, but it still retains fragrant, fresh fruit. A touch of lemon pairs with the toast note, bearing refreshing acidity on the finish."
Italy,88,25,Red Blend,red,Cusumano 2013 Alta Mora Rosso  (Etna),"Subdued aromas suggest red berry and a hint of dried herb. The tight palate shows red raspberry, raw cherry and a hint of cinnamon while rather austere tannins and brisk acidity provide support."
US,89,16,Chardonnay,white,Hazlitt 1852 Vineyards 2013 Unoaked Chardonnay (Finger Lakes),"Green melon, lime and lemon flavors ring fresh and pure in this unoaked Chardonnay. It's anchored by a bracing backbone of acidity, but the palate builds in richness and mouthfeel, finishing on a riper, slightly tropical fruit note."
France,91,80,Bordeaux-style Red Blend,red,Château Haut Breton Larigaudière 2009  Margaux,"A densely tannic wine that is showing fine aging potential. It is well endowed with weight, acidity and ripe black currant fruits. With the rich fruit that opens slowly in the mouth, it has a fine combination of sweetness and structure. Age for 5–6 years."
US,87,15,Riesling,white,Lamoreaux Landing 2015 Dry Riesling (Finger Lakes),"Crushed stone and dried clay notes lend a distinctly earthen character to this dry light-bodied Riesling. Pressed apple and pear flavors on the palate are freshened by squirts of lime, lemon and a tart green-plum finish. The finish is long and lingering."
US,85,30,Chardonnay,white,Fox Run 2010 Blanc de Blancs Chardonnay (Finger Lakes),"Savory notes of pressed apple and golden toast accent this bristling, bright sparkling Chardonnay. On the palate, thick, dense mouth-filling foam carries flavors of zesty lemon and pear speckled with savory herbs."
US,90,25,Bordeaux-style Red Blend,red,Auclair 2013 96 Cedars Red (Red Mountain),"Aromas of wood spice, black licorice, graphite and blackberry are followed by cranberry and cherry flavors. It shows a fine sense of balance."
US,86,25,Pinot Noir,red,Stoller 2006 JV Estate Pinot Noir (Dundee Hills),"JV Estate stands for junior vines; these young vines bring on sweet, candied flavors of berries and citrus. There's no depth here, but what's up front is fresh and fruity, if slightly sugary. The impression of granular sugar lingers into the midpalate, where some green tannins also appear. But for the price, this is a fine bottle for near-term enjoyment."
US,84,20,Rhône-style Red Blend,red,Municipal Winemakers 2007 Bright Red Red (Santa Barbara County),"This southern Rhône-style blend is very soft and as sweet as a fruit pastry. It has jammy or pie-filling flavors of cherries, raspberries, red plums and cocoa, with a dusting of pepper and cinnamon."
US,86,15,Chardonnay,white,Cameron Hughes 2011 Lot 361 Chardonnay (Atlas Peak),"Plenty of crisp acidity balances the citrus, tropical fruit and pear flavors in this ripe Chardonnay. There's also a strong jacket of smoky oak with its buttered toast and vanilla richness. The result will please Chard lovers at a good price."
US,88,58,Pinot Noir,red,Dutton-Goldfield 2011 Azaya Ranch Vineyard Pinot Noir (Marin County),"A testament to coolness—cool place, cool year—this Marin County Pinot is earthy, round and tight, suggesting it could use a little more time to develop. Cranberry and spice rule the roost and the wine's lightness of being would pair well with fresh-caught salmon not looking to be overwhelmed."
US,89,20,White Blend,white,Tenshen 2015 White (Central Coast),"Expertly light touches of banana, honey, pecan, tuberose and citrus peel show on the nose of this blend by Joey Tensley and Alex Guarachi. There is great energy and tension to the sip, with yellow-grapefruit-juice flavors. Crisp, this would be a great shellfish pairing."
US,87,38,Cabernet Sauvignon,red,Raymond Burr 2006 Cabernet Sauvignon (Sonoma County),"Very dry and earthy, with tobacco, herb and blackberry flavors. Could be richer, but the structure is impeccable, and the wine is elegant. Ready now."
Italy,90,29,Red Blend,red,Contucci 2012  Vino Nobile di Montepulciano,"Intensely floral violet and iris scents mingle with wild berry and new leather notes. The palate is youthfully austere, showing dried red cherry, star anise and clove flavors, with firm, fine-grained tannins that carry the finish. This needs a few more years to unwind and develop."
US,91,15,Syrah,red,J. Lohr 2014 Estates South Ridge Syrah (Paso Robles),"This bottling offers gingerbread cake, baked blueberry and smoked pork on the nose. It's soft on the palate, with finely polished tannins imparting a plush texture. Black plum, strawberry and a touch of mint mark the palate. The structure shows itself just enough on the finish."
